,Tên xe,Năm SX,Kiểu dáng,Tình trạng,Xuất xứ,Tỉnh thành,Km đã đi,Quận huyện,Hộp số,Nhiên liệu
1279,"

                Nissan Navara  2016
            
",Năm SX 2016,Kiểu dáng Bán Tải,Tình trạng Xe cũ,Xuất xứ Nhập khẩu,"
Tỉnh thành
Hà Nội
",Km đã đi 80.000 km,"
Quận huyện
Thanh Xuân
",Hộp số Số tự động,Nhiên liệu Diesel
1280,"

                Ford Ranger XLS 2.2L 4x2 MT 2016
            
",Năm SX 2016,Kiểu dáng Bán Tải,Tình trạng Xe cũ,Xuất xứ Trong nước,"
Tỉnh thành
Hà Nội
",Km đã đi 80.000 km,"
Quận huyện
Thanh Xuân
",Hộp số Số tay,Nhiên liệu Xăng
1281,"

                Toyota Fortuner 2.7 V 4X2 AT 2013
            
",Năm SX 2013,Kiểu dáng SUV,Tình trạng Xe cũ,Xuất xứ Trong nước,"
Tỉnh thành
Hà Nội
",Km đã đi 80.000 km,"
Quận huyện
Thanh Xuân
",Hộp số Số tự động,Nhiên liệu Xăng
1282,"

                Mazda CX-5 2.5 2WD 2017
            
",Năm SX 2017,Kiểu dáng SUV,Tình trạng Xe cũ,Xuất xứ Trong nước,"
Tỉnh thành
Hà Nội
",Km đã đi 80.000 km,"
Quận huyện
Thanh Xuân
",Hộp số Số tự động,Nhiên liệu Xăng
1283,"

                Ford Ranger XLS 2.2 4x2 AT 2018
            
",Năm SX 2018,Kiểu dáng Bán Tải,Tình trạng Xe cũ,Xuất xứ Nhập khẩu,"
Tỉnh thành
Hà Nội
",Km đã đi 80.000 km,"
Quận huyện
Thanh Xuân
",Hộp số Số tự động,Nhiên liệu Xăng
1284,"

                Hyundai Grand i10 1.2 MT 2015
            
",Năm SX 2015,Kiểu dáng Sedan,Tình trạng Xe cũ,Xuất xứ Nhập khẩu,"
Tỉnh thành
Hải Phòng
",None,"
Quận huyện
An Lão
",Hộp số Số tay,Nhiên liệu Xăng
1285,"

                Mitsubishi Triton  2022
            
",Năm SX 2022,Kiểu dáng Bán Tải,Tình trạng Xe mới,Xuất xứ Nhập khẩu,"
Tỉnh thành
Hà Nội
",None,"
Quận huyện
Hoàng Mai
",Hộp số Số tự động,Nhiên liệu Diesel
1286,"

                Mitsubishi Outlander 2.0 CVT 2022
            
",Năm SX 2022,Kiểu dáng SUV,Tình trạng Xe mới,Xuất xứ Trong nước,"
Tỉnh thành
Hà Nội
",None,"
Quận huyện
Hoàng Mai
",Hộp số Số tự động,Nhiên liệu Xăng
1287,"

                Mitsubishi Triton Athlete 4x2 AT 2022
            
",Năm SX 2022,Kiểu dáng Bán Tải,Tình trạng Xe mới,Xuất xứ Nhập khẩu,"
Tỉnh thành
Hà Nội
",None,"
Quận huyện
Hoàng Mai
",Hộp số Số tự động,Nhiên liệu Diesel
1288,"

                Mitsubishi Xpander 1.5 AT  2022
            
",Năm SX 2022,Kiểu dáng MPV,Tình trạng Xe mới,Xuất xứ Nhập khẩu,"
Tỉnh thành
Hà Nội
",None,"
Quận huyện
Hoàng Mai
",Hộp số Số tự động,Nhiên liệu Xăng
1289,"

                Mitsubishi Triton Athlete 4x2 AT 2022
            
",Năm SX 2022,Kiểu dáng Bán Tải,Tình trạng Xe mới,Xuất xứ Nhập khẩu,"
Tỉnh thành
Hà Nội
",None,"
Quận huyện
Hoàng Mai
",Hộp số Số tự động,Nhiên liệu Diesel
1290,"

                Mitsubishi Pajero Sport D 4x2 AT 2022
            
",Năm SX 2022,Kiểu dáng SUV,Tình trạng Xe mới,Xuất xứ Nhập khẩu,"
Tỉnh thành
Hà Nội
",None,"
Quận huyện
Hoàng Mai
",Hộp số Số tự động,Nhiên liệu Diesel
1291,"

                Mazda Premacy 2003
            
",Năm SX 2003,Kiểu dáng MPV,Tình trạng Xe cũ,Xuất xứ Trong nước,"
Tỉnh thành
Hà Nội
",Km đã đi 200.000 km,"
Quận huyện
Ba Vì
",Hộp số Số tự động,Nhiên liệu Xăng
1292,"

                Mitsubishi Xpander 1.5 AT  2022
            
",Năm SX 2022,Kiểu dáng MPV,Tình trạng Xe mới,Xuất xứ Nhập khẩu,"
Tỉnh thành
Hà Nội
",None,"
Quận huyện
Hoàng Mai
",Hộp số Số tự động,Nhiên liệu Xăng
1293,"

                Kia Cerato 2.0 AT Premium 2020
            
",Năm SX 2020,Kiểu dáng Sedan,Tình trạng Xe cũ,Xuất xứ Trong nước,"
Tỉnh thành
Hà Nội
",Km đã đi 50.000 km,"
Quận huyện
Long Biên
",Hộp số Số tự động,Nhiên liệu Xăng
1294,"

                Ford Laser 2002
            
",Năm SX 2002,Kiểu dáng Sedan,Tình trạng Xe cũ,Xuất xứ Trong nước,"
Tỉnh thành
Hải Phòng
",None,"
Quận huyện
An Dương
",Hộp số Số tay,Nhiên liệu Xăng
1295,"

                Honda HR-V G 2018
            
",Năm SX 2018,Kiểu dáng SUV,Tình trạng Xe cũ,Xuất xứ Nhập khẩu,"
Tỉnh thành
Hà Nội
",Km đã đi 41.000 km,"
Quận huyện
Bắc Từ Liêm
",Hộp số Số tự động,Nhiên liệu Xăng
1296,"

                Kia Morning 2011
            
",Năm SX 2011,Kiểu dáng Hatchback,Tình trạng Xe cũ,Xuất xứ Nhập khẩu,"
Tỉnh thành
Hà Nội
",Km đã đi 25.000 km,"
Quận huyện
Đông Anh
",Hộp số Số tự động,Nhiên liệu Xăng
1297,"

                Kia Morning 1.25 MT 2017
            
",Năm SX 2017,Kiểu dáng Hatchback,Tình trạng Xe cũ,Xuất xứ Trong nước,"
Tỉnh thành
Thái Nguyên
",Km đã đi 70.000 km,"
Quận huyện
Thái Nguyên
",Hộp số Số tay,Nhiên liệu Xăng
1298,"

                Toyota Crown 1988
            
",Năm SX 1988,Kiểu dáng Sedan,Tình trạng Xe cũ,Xuất xứ Nhập khẩu,"
Tỉnh thành
Hà Nội
",Km đã đi 230.000 km,"
Quận huyện
Thanh Xuân
",Hộp số Số tay,Nhiên liệu Xăng
1299,"

                Kia Morning  2013
            
",Năm SX 2013,Kiểu dáng Hatchback,Tình trạng Xe cũ,Xuất xứ Trong nước,"
Tỉnh thành
Hải Phòng
",None,"
Quận huyện
An Lão
",Hộp số Số tự động,Nhiên liệu Xăng
1300,"

                Toyota Vios 1.3J MT 2014
            
",Năm SX 2014,Kiểu dáng Sedan,Tình trạng Xe cũ,Xuất xứ Trong nước,"
Tỉnh thành
Hải Phòng
",Km đã đi 100.000 km,"
Quận huyện
An Dương
",Hộp số Số tay,Nhiên liệu Xăng
1301,"

                Kia Morning 1.25 MT 2018
            
",Năm SX 2018,Kiểu dáng Hatchback,Tình trạng Xe cũ,Xuất xứ Trong nước,"
Tỉnh thành
Hải Phòng
",None,"
Quận huyện
An Lão
",Hộp số Số tay,Nhiên liệu Xăng
1302,"

                Mercedes-Benz E200 2.0 I4 2019
            
",Năm SX 2019,Kiểu dáng Sedan,Tình trạng Xe cũ,Xuất xứ Trong nước,"
Tỉnh thành
Hà Nội
",Km đã đi 39.900 km,"
Quận huyện
Cầu Giấy
",Hộp số Số tự động,Nhiên liệu Xăng
1303,"

                Mazda 3  2020
            
",Năm SX 2020,Kiểu dáng Sedan,Tình trạng Xe cũ,Xuất xứ Trong nước,"
Tỉnh thành
Hà Nội
",Km đã đi 25.000 km,"
Quận huyện
Long Biên
",Hộp số Số tự động,Nhiên liệu Xăng
1304,"

                Mazda 2 Sport 1.5L Luxury 2019
            
",Năm SX 2019,Kiểu dáng Hatchback,Tình trạng Xe cũ,Xuất xứ Trong nước,"
Tỉnh thành
Hà Nội
",Km đã đi 30.000 km,"
Quận huyện
Long Biên
",Hộp số Số tự động,Nhiên liệu Xăng
1305,"

                Ford Explorer Limited 2019
            
",Năm SX 2019,Kiểu dáng SUV,Tình trạng Xe cũ,Xuất xứ Trong nước,"
Tỉnh thành
Hà Nam
",Km đã đi 38.000 km,"
Quận huyện
Phủ Lý
",Hộp số Số tự động,Nhiên liệu Xăng
1306,"

                Ford Transit MID (Tiêu chuẩn) 2016
            
",Năm SX 2016,Kiểu dáng Minibus,Tình trạng Xe cũ,Xuất xứ Trong nước,"
Tỉnh thành
Đồng Nai
",Km đã đi 200.000 km,"
Quận huyện
Tân Phú
",Hộp số Số tay,Nhiên liệu Diesel
1307,"

                Mitsubishi Pajero 2009
            
",Năm SX 2009,Kiểu dáng SUV,Tình trạng Xe cũ,Xuất xứ Nhập khẩu,"
Tỉnh thành
Hà Nội
",Km đã đi 128.000 km,"
Quận huyện
Bắc Từ Liêm
",Hộp số Số tay,Nhiên liệu Xăng
1308,"

                Mazda 6 2.0L Premium 2018
            
",Năm SX 2018,Kiểu dáng Sedan,Tình trạng Xe cũ,Xuất xứ Trong nước,"
Tỉnh thành
Hà Nội
",Km đã đi 40.000 km,"
Quận huyện
Long Biên
",Hộp số Số tự động,Nhiên liệu Xăng
1309,"

                Isuzu Trooper 2003
            
",Năm SX 2003,Kiểu dáng SUV,Tình trạng Xe cũ,Xuất xứ Trong nước,"
Tỉnh thành
Hà Nội
",Km đã đi 15.000 km,"
Quận huyện
Hà Đông
",Hộp số Số tay,Nhiên liệu Xăng
1310,"

                Volkswagen Touareg Elegance 2023
            
",Năm SX 2023,Kiểu dáng SUV,Tình trạng Xe mới,Xuất xứ Nhập khẩu,"
Tỉnh thành
Tp.HCM
",None,"
Quận huyện
Tân Bình
",Hộp số Số tự động,Nhiên liệu Xăng
1311,"

                BMW 430i M Sport 2021
            
",Năm SX 2021,Kiểu dáng Convertible,Tình trạng Xe cũ,Xuất xứ Nhập khẩu,"
Tỉnh thành
Hà Nội
",None,"
Quận huyện
Long Biên
",Hộp số Số tự động,Nhiên liệu Xăng
1312,"

                Hyundai Tucson 2.0 Dầu đặc biệt 2020
            
",Năm SX 2020,Kiểu dáng SUV,Tình trạng Xe cũ,Xuất xứ Trong nước,"
Tỉnh thành
Hà Nội
",Km đã đi 22.000 km,"
Quận huyện
Cầu Giấy
",Hộp số Số tự động,Nhiên liệu Diesel
1313,"

                VinFast VF e34 2022
            
",Năm SX 2022,Kiểu dáng SUV,Tình trạng Xe cũ,Xuất xứ Trong nước,"
Tỉnh thành
Hà Nội
",Km đã đi 9.800 km,"
Quận huyện
Cầu Giấy
",Hộp số Số tự động,Nhiên liệu Điện
1314,"

                Toyota Camry  2016
            
",Năm SX 2016,Kiểu dáng Sedan,Tình trạng Xe cũ,Xuất xứ Trong nước,"
Tỉnh thành
Hà Nội
",Km đã đi 89.000 km,"
Quận huyện
Cầu Giấy
",Hộp số Số tự động,Nhiên liệu Xăng
1315,"

                Kia Seltos 1.4 Premium 2021
            
",Năm SX 2021,Kiểu dáng SUV,Tình trạng Xe cũ,Xuất xứ Trong nước,"
Tỉnh thành
Hà Nội
",Km đã đi 10.000 km,"
Quận huyện
Cầu Giấy
",Hộp số Số tự động,Nhiên liệu Xăng
1316,"

                Nissan Teana 2009
            
",Năm SX 2009,Kiểu dáng Sedan,Tình trạng Xe cũ,Xuất xứ Nhập khẩu,"
Tỉnh thành
Hải Dương
",None,"
Quận huyện
Hải Dương
",Hộp số Số tự động,Nhiên liệu Xăng
1317,"

                Hyundai Elantra  2018
            
",Năm SX 2018,Kiểu dáng Sedan,Tình trạng Xe cũ,Xuất xứ Trong nước,"
Tỉnh thành
Đồng Nai
",None,"
Quận huyện
Cẩm Mỹ
",Hộp số Số tay,Nhiên liệu Xăng
1318,"

                Chevrolet Captiva 2008
            
",Năm SX 2008,Kiểu dáng CUV,Tình trạng Xe cũ,Xuất xứ Trong nước,"
Tỉnh thành
Hải Dương
",None,"
Quận huyện
Hải Dương
",Hộp số Số tay,Nhiên liệu Xăng
1319,"

                Toyota Vios 1.5G AT 2019
            
",Năm SX 2019,Kiểu dáng Sedan,Tình trạng Xe cũ,Xuất xứ Trong nước,"
Tỉnh thành
Hà Nội
",None,"
Quận huyện
Long Biên
",Hộp số Số tự động,Nhiên liệu Xăng
1320,"

                Gaz Gazelle Next Van A31R32 2023
            
",Năm SX 2023,Kiểu dáng Minibus,Tình trạng Xe mới,Xuất xứ Trong nước,"
Tỉnh thành
Tp.HCM
",None,"
Quận huyện
Quận 12
",Hộp số Số tay,Nhiên liệu Diesel
1321,"

                Land Rover Range Rover  2016
            
",Năm SX 2016,Kiểu dáng SUV,Tình trạng Xe cũ,Xuất xứ Nhập khẩu,"
Tỉnh thành
Hà Nội
",Km đã đi 32.187 km,"
Quận huyện
Long Biên
",Hộp số Số tự động,Nhiên liệu Hybrid
1322,"

                Ford Focus 2.0L 2014
            
",Năm SX 2014,Kiểu dáng Sedan,Tình trạng Xe cũ,Xuất xứ Trong nước,"
Tỉnh thành
Hải Dương
",None,"
Quận huyện
Hải Dương
",Hộp số Số tự động,Nhiên liệu Xăng
1323,"

                Kia Morning 2009
            
",Năm SX 2009,Kiểu dáng Hatchback,Tình trạng Xe cũ,Xuất xứ Nhập khẩu,"
Tỉnh thành
Hải Dương
",None,"
Quận huyện
Hải Dương
",Hộp số Số tự động,Nhiên liệu Xăng
1324,"

                Mitsubishi Xpander 1.5 AT  2019
            
",Năm SX 2019,Kiểu dáng MPV,Tình trạng Xe cũ,Xuất xứ Nhập khẩu,"
Tỉnh thành
Hà Nội
",Km đã đi 66.000 km,"
Quận huyện
Bắc Từ Liêm
",Hộp số Số tự động,Nhiên liệu Xăng
1325,"

                Chevrolet Spark 2010
            
",Năm SX 2010,Kiểu dáng Hatchback,Tình trạng Xe cũ,Xuất xứ Trong nước,"
Tỉnh thành
Nam Định
",None,"
Quận huyện
Nam Định
",Hộp số Số tay,Nhiên liệu Xăng
1326,"

                Mazda CX-5 2.0 Deluxe 2016
            
",Năm SX 2016,Kiểu dáng SUV,Tình trạng Xe cũ,Xuất xứ Trong nước,"
Tỉnh thành
Hà Nội
",Km đã đi 66.000 km,"
Quận huyện
Long Biên
",Hộp số Số tự động,Nhiên liệu Xăng
1327,"

                Hyundai Elantra GLS 1.6 AT 2016
            
",Năm SX 2016,Kiểu dáng Sedan,Tình trạng Xe cũ,Xuất xứ Trong nước,"
Tỉnh thành
Hà Nội
",Km đã đi 67.000 km,"
Quận huyện
Bắc Từ Liêm
",Hộp số Số tự động,Nhiên liệu Xăng
1328,"

                Hyundai Santa Fe 2.2L Dầu cao cấp 2020
            
",Năm SX 2020,Kiểu dáng SUV,Tình trạng Xe cũ,Xuất xứ Trong nước,"
Tỉnh thành
Hà Nội
",Km đã đi 64.000 km,"
Quận huyện
Bắc Từ Liêm
",Hộp số Số tự động,Nhiên liệu Diesel
1329,"

                Kia Cerato 2.0 AT Premium 2021
            
",Năm SX 2021,Kiểu dáng Sedan,Tình trạng Xe cũ,Xuất xứ Trong nước,"
Tỉnh thành
Hà Nội
",Km đã đi 19.000 km,"
Quận huyện
Bắc Từ Liêm
",Hộp số Số tự động,Nhiên liệu Xăng
1330,"

                Hyundai Grand i10 2012
            
",Năm SX 2012,Kiểu dáng Hatchback,Tình trạng Xe cũ,Xuất xứ Nhập khẩu,"
Tỉnh thành
Hải Phòng
",Km đã đi 100.000 km,"
Quận huyện
An Dương
",Hộp số Số tay,Nhiên liệu Xăng
1331,"

                Mazda 3 1.5L Sedan 2016
            
",Năm SX 2016,Kiểu dáng Sedan,Tình trạng Xe cũ,Xuất xứ Trong nước,"
Tỉnh thành
Hà Nội
",Km đã đi 68.000 km,"
Quận huyện
Bắc Từ Liêm
",Hộp số Số tự động,Nhiên liệu Xăng
1332,"

                Toyota Camry 2009
            
",Năm SX 2009,Kiểu dáng Sedan,Tình trạng Xe cũ,Xuất xứ Nhập khẩu,"
Tỉnh thành
Hà Nội
",Km đã đi 210.000 km,"
Quận huyện
Bắc Từ Liêm
",Hộp số Số tự động,Nhiên liệu Xăng
1333,"

                Mitsubishi Outlander 2.0 CVT 2021
            
",Năm SX 2021,Kiểu dáng SUV,Tình trạng Xe cũ,Xuất xứ Trong nước,"
Tỉnh thành
Hà Nội
",Km đã đi 27.000 km,"
Quận huyện
Bắc Từ Liêm
",Hộp số Số tự động,Nhiên liệu Xăng
1334,"

                Daewoo Gentra 2010
            
",Năm SX 2010,Kiểu dáng Sedan,Tình trạng Xe cũ,Xuất xứ Trong nước,"
Tỉnh thành
Hải Phòng
",None,"
Quận huyện
An Dương
",Hộp số Số tay,Nhiên liệu Xăng
1335,"

                Zotye Z500 2010
            
",Năm SX 2010,Kiểu dáng SUV,Tình trạng Xe cũ,Xuất xứ Nhập khẩu,"
Tỉnh thành
Hải Phòng
",None,"
Quận huyện
An Lão
",Hộp số Số tự động,Nhiên liệu Xăng
1336,"

                Hyundai Getz 2010
            
",Năm SX 2010,Kiểu dáng Hatchback,Tình trạng Xe cũ,Xuất xứ Nhập khẩu,"
Tỉnh thành
Hà Nội
",Km đã đi 150.000 km,"
Quận huyện
Long Biên
",Hộp số Số tay,Nhiên liệu Xăng
1337,"

                Hyundai Getz 2010
            
",Năm SX 2010,Kiểu dáng Hatchback,Tình trạng Xe cũ,Xuất xứ Nhập khẩu,"
Tỉnh thành
Hải Phòng
",Km đã đi 150.000 km,"
Quận huyện
An Dương
",Hộp số Số tay,Nhiên liệu Xăng
1338,"

                Mazda 3 2009
            
",Năm SX 2009,Kiểu dáng Sedan,Tình trạng Xe cũ,Xuất xứ Trong nước,"
Tỉnh thành
Hà Nội
",None,"
Quận huyện
Sóc Sơn
",Hộp số Số tự động,Nhiên liệu Xăng
1339,"

                Ssangyong Korando 2003
            
",Năm SX 2003,Kiểu dáng SUV,Tình trạng Xe cũ,Xuất xứ Nhập khẩu,"
Tỉnh thành
Hải Dương
",None,"
Quận huyện
Hải Dương
",Hộp số Số tự động,Nhiên liệu Diesel
1340,"

                VinFast Fadil Nâng Cao 2022
            
",Năm SX 2022,Kiểu dáng Hatchback,Tình trạng Xe cũ,Xuất xứ Trong nước,"
Tỉnh thành
Hải Phòng
",Km đã đi 10.500 km,"
Quận huyện
Hồng Bàng
",Hộp số Số tự động,Nhiên liệu Xăng
1341,"

                Kia Forte Koup 2010
            
",Năm SX 2010,Kiểu dáng Coupe,Tình trạng Xe cũ,Xuất xứ Trong nước,"
Tỉnh thành
Hà Nội
",None,"
Quận huyện
Sóc Sơn
",Hộp số Số tự động,Nhiên liệu Xăng
1342,"

                Daewoo Lacetti CDX 1.8 AT 2009
            
",Năm SX 2009,Kiểu dáng Sedan,Tình trạng Xe cũ,Xuất xứ Nhập khẩu,"
Tỉnh thành
Hà Nội
",Km đã đi 6.789 km,"
Quận huyện
Tây Hồ
",Hộp số Số tự động,Nhiên liệu Xăng
1343,"

                Ford Everest 2.0L ST5 6AT 2WD Sport 2023
            
",Năm SX 2023,Kiểu dáng SUV,Tình trạng Xe mới,Xuất xứ Trong nước,"
Tỉnh thành
Tp.HCM
",None,"
Quận huyện
Quận 3
",Hộp số Số tự động,Nhiên liệu Xăng
1344,"

                Mazda CX-5 2.0 Premium 2020
            
",Năm SX 2020,Kiểu dáng SUV,Tình trạng Xe cũ,Xuất xứ Trong nước,"
Tỉnh thành
Bình Dương
",Km đã đi 39.000 km,"
Quận huyện
Dĩ An
",Hộp số Số tự động,Nhiên liệu Xăng
1345,"

                Honda Civic 2009
            
",Năm SX 2009,Kiểu dáng Sedan,Tình trạng Xe cũ,Xuất xứ Trong nước,"
Tỉnh thành
Hải Dương
",None,"
Quận huyện
Hải Dương
",Hộp số Số tay,Nhiên liệu Xăng
1346,"

                Lexus LX 570 Super Sport 2019
            
",Năm SX 2019,Kiểu dáng SUV,Tình trạng Xe cũ,Xuất xứ Nhập khẩu,"
Tỉnh thành
Hà Nội
",Km đã đi 40.000 km,"
Quận huyện
Cầu Giấy
",Hộp số Số tự động,Nhiên liệu Xăng
1347,"

                Toyota Innova 2006
            
",Năm SX 2006,Kiểu dáng MPV,Tình trạng Xe cũ,Xuất xứ Trong nước,"
Tỉnh thành
Hải Dương
",None,"
Quận huyện
Hải Dương
",Hộp số Số tay,Nhiên liệu Xăng
1348,"

                Mitsubishi Xpander 1.5 MT 2021
            
",Năm SX 2021,Kiểu dáng MPV,Tình trạng Xe cũ,Xuất xứ Trong nước,"
Tỉnh thành
Bình Dương
",Km đã đi 25.000 km,"
Quận huyện
Dĩ An
",Hộp số Số tay,Nhiên liệu Xăng
1349,"

                Mercedes-Benz C250 AMG 2015
            
",Năm SX 2015,Kiểu dáng Sedan,Tình trạng Xe cũ,Xuất xứ Trong nước,"
Tỉnh thành
Hà Nội
",Km đã đi 90.000 km,"
Quận huyện
Long Biên
",Hộp số Số tự động,Nhiên liệu Xăng
1350,"

                Ford Everest Titanium 2.0 AT 4x2 2022
            
",Năm SX 2022,Kiểu dáng SUV,Tình trạng Xe mới,Xuất xứ Nhập khẩu,"
Tỉnh thành
Tp.HCM
",None,"
Quận huyện
Quận 3
",Hộp số Số tự động,Nhiên liệu Xăng
1351,"

                Hyundai Grand i10 Sedan 1.2 MT 2017
            
",Năm SX 2017,Kiểu dáng Sedan,Tình trạng Xe cũ,Xuất xứ Trong nước,"
Tỉnh thành
Hà Nội
",Km đã đi 1.000 km,"
Quận huyện
Hà Đông
",Hộp số Số tay,Nhiên liệu Xăng
1352,"

                Mercedes-Benz S450 Luxury 2019
            
",Năm SX 2019,Kiểu dáng Sedan,Tình trạng Xe cũ,Xuất xứ Trong nước,"
Tỉnh thành
Hà Nội
",Km đã đi 30.000 km,"
Quận huyện
Cầu Giấy
",Hộp số Số tự động,Nhiên liệu Xăng
1353,"

                Mazda CX-5 2.0L AT FWD 2019
            
",Năm SX 2019,Kiểu dáng SUV,Tình trạng Xe cũ,Xuất xứ Trong nước,"
Tỉnh thành
Hà Nội
",Km đã đi 40.000 km,"
Quận huyện
Long Biên
",Hộp số Số tự động,Nhiên liệu Xăng
1354,"

                Ford Everest Titanium 2.0L AT 4WD 2019
            
",Năm SX 2019,Kiểu dáng SUV,Tình trạng Xe cũ,Xuất xứ Trong nước,"
Tỉnh thành
Đồng Nai
",Km đã đi 66.000 km,"
Quận huyện
Biên Hòa
",Hộp số Số tự động,Nhiên liệu Diesel
1355,"

                Hyundai Santa Fe 2009
            
",Năm SX 2009,Kiểu dáng SUV,Tình trạng Xe cũ,Xuất xứ Nhập khẩu,"
Tỉnh thành
Hải Dương
",None,"
Quận huyện
Hải Dương
",Hộp số Số tự động,Nhiên liệu Xăng
1356,"

                Ford Territory 1.5L Titanium 2023
            
",Năm SX 2023,Kiểu dáng SUV,Tình trạng Xe mới,Xuất xứ Trong nước,"
Tỉnh thành
Tp.HCM
",None,"
Quận huyện
Quận 3
",Hộp số Số tự động,Nhiên liệu Xăng
1357,"

                Hyundai i30 CW 1.6 AT 2009
            
",Năm SX 2009,Kiểu dáng Hatchback,Tình trạng Xe cũ,Xuất xứ Nhập khẩu,"
Tỉnh thành
Hà Nội
",Km đã đi 11.000 km,"
Quận huyện
Đan Phượng
",Hộp số Số tự động,Nhiên liệu Xăng
1358,"

                Hyundai Grand i10 Hatchback 1.2 AT 2021
            
",Năm SX 2021,Kiểu dáng Hatchback,Tình trạng Xe cũ,Xuất xứ Trong nước,"
Tỉnh thành
Hà Nội
",Km đã đi 20.000 km,"
Quận huyện
Long Biên
",Hộp số Số tự động,Nhiên liệu Xăng
1359,"

                Toyota Sienna LE 3.5 AT FWD 2008
            
",Năm SX 2008,Kiểu dáng Van/Minivan,Tình trạng Xe cũ,Xuất xứ Nhập khẩu,"
Tỉnh thành
Cần Thơ
",Km đã đi 118.000 km,"
Quận huyện
Cái Răng
",Hộp số Số tự động,Nhiên liệu Xăng
1360,"

                Hyundai Sonata 2009
            
",Năm SX 2009,Kiểu dáng Sedan,Tình trạng Xe cũ,Xuất xứ Nhập khẩu,"
Tỉnh thành
Hải Dương
",None,"
Quận huyện
Hải Dương
",Hộp số Số tay,Nhiên liệu Xăng
1361,"

                Ford Escape 2004
            
",Năm SX 2004,Kiểu dáng SUV,Tình trạng Xe cũ,Xuất xứ Nhập khẩu,"
Tỉnh thành
Hải Dương
",None,"
Quận huyện
Hải Dương
",Hộp số Số tự động,Nhiên liệu Xăng
1362,"

                Mitsubishi Pajero Sport D 4x2 AT 2023
            
",Năm SX 2023,Kiểu dáng SUV,Tình trạng Xe mới,Xuất xứ Trong nước,"
Tỉnh thành
Tp.HCM
",None,"
Quận huyện
Quận 5
",Hộp số Số tự động,Nhiên liệu Diesel
1363,"

                Mitsubishi Attrage CVT 2022
            
",Năm SX 2022,Kiểu dáng Sedan,Tình trạng Xe mới,Xuất xứ Trong nước,"
Tỉnh thành
Tp.HCM
",None,"
Quận huyện
Quận 5
",Hộp số Số tự động,Nhiên liệu Xăng
1364,"

                Mitsubishi Xpander Cross 1.5 AT 2023
            
",Năm SX 2023,Kiểu dáng SUV,Tình trạng Xe mới,Xuất xứ Trong nước,"
Tỉnh thành
Tp.HCM
",None,"
Quận huyện
Quận 5
",Hộp số Số tự động,Nhiên liệu Xăng
1365,"

                Mitsubishi Xpander 1.5 AT  2023
            
",Năm SX 2023,Kiểu dáng MPV,Tình trạng Xe mới,Xuất xứ Nhập khẩu,"
Tỉnh thành
Tp.HCM
",None,"
Quận huyện
Quận 5
",Hộp số Số tự động,Nhiên liệu Xăng
1366,"

                Mitsubishi Xpander AT Premium 2023
            
",Năm SX 2023,Kiểu dáng MPV,Tình trạng Xe mới,Xuất xứ Trong nước,"
Tỉnh thành
Tp.HCM
",None,"
Quận huyện
Quận 5
",Hộp số Số tự động,Nhiên liệu Xăng
1367,"  Hyundai Accent 1.4 AT 2013
             ",Năm SX 2013,Kiểu dáng Sedan,Tình trạng Xe cũ,Xuất xứ Nhập khẩu,Km đã đi 100.000 km,None, Tỉnh thành Hà Nam ,Hộp số Số tự động,Nhiên liệu Xăng
1368,"

                Mitsubishi Triton 4x2 AT Mivec 2022
            
",Năm SX 2022,Kiểu dáng Bán Tải,Tình trạng Xe mới,Xuất xứ Nhập khẩu,"
Tỉnh thành
Tp.HCM
",None,"
Quận huyện
Quận 12
",Hộp số Số tự động,Nhiên liệu Diesel
1369,"

                Toyota Vios GR-S 2022
            
",Năm SX 2022,Kiểu dáng Sedan,Tình trạng Xe cũ,Xuất xứ Trong nước,"
Tỉnh thành
Tp.HCM
",Km đã đi 3.937 km,"
Quận huyện
Bình Chánh
",Hộp số Số tự động,Nhiên liệu Xăng
1370,"

                Mitsubishi Attrage CVT 2022
            
",Năm SX 2022,Kiểu dáng Sedan,Tình trạng Xe mới,Xuất xứ Nhập khẩu,"
Tỉnh thành
Tp.HCM
",None,"
Quận huyện
Quận 5
",Hộp số Số tự động,Nhiên liệu Xăng
1371,"  Daewoo Gentra 2010
             ",Năm SX 2010,Kiểu dáng Sedan,Tình trạng Xe cũ,Xuất xứ Trong nước, Tỉnh thành Hưng Yên ,None, Quận huyện Hưng Yên ,Hộp số Số tay,Nhiên liệu Xăng
1372,"

                Mitsubishi Outlander 2.0 CVT 2022
            
",Năm SX 2022,Kiểu dáng SUV,Tình trạng Xe mới,Xuất xứ Trong nước,"
Tỉnh thành
Tp.HCM
",None,"
Quận huyện
Quận 2
",Hộp số Số tự động,Nhiên liệu Xăng
1373,"

                Mitsubishi Triton Athlete 4x4 AT 2022
            
",Năm SX 2022,Kiểu dáng Bán Tải,Tình trạng Xe mới,Xuất xứ Nhập khẩu,"
Tỉnh thành
Tp.HCM
",None,"
Quận huyện
Quận 5
",Hộp số Số tự động,Nhiên liệu Diesel
1374,"  Chevrolet Spark 2010
             ",Năm SX 2010,Kiểu dáng Hatchback,Tình trạng Xe cũ,Xuất xứ Trong nước, Tỉnh thành Hải Phòng ,None, Quận huyện An Dương ,Hộp số Số tay,Nhiên liệu Xăng
